payment_id,policy_id,payment_date,amount
1753,415,2025-09-18,320.96
1754,349,2025-04-24,1914.23
1755,344,2025-07-21,1332.76
1756,375,2026-02-10,1026.0
1757,194,2026-01-25,1913.94
1758,23,2025-03-31,499.34
1759,67,2025-06-18,1202.68
1760,306,2025-10-02,1943.93
1761,364,2026-01-29,916.2
1762,462,2025-11-03,391.8
1763,307,2025-07-09,597.97
1764,476,2025-06-11,1852.68
1765,15,2025-08-26,416.7
1766,473,2026-01-17,1959.55
1767,288,2025-08-04,106.93
1768,66,2025-07-30,395.79
1769,33,2025-10-04,1953.33
1770,54,2025-11-24,1834.4
1771,25,2026-02-04,1601.06
1772,133,2025-09-21,362.7
1773,293,2025-06-26,341.78
1774,48,2025-08-24,1429.23
1775,265,2025-11-18,1373.6
1776,241,2025-05-22,1456.12
1777,110,2026-01-12,566.41
1778,380,2026-02-03,469.96
1779,367,2025-06-27,1918.79
1780,119,2025-06-07,1719.45
1781,421,2025-05-14,380.34
1782,44,2025-09-05,690.91
1783,18,2025-11-22,1599.43
1784,277,2025-10-07,703.51
1785,314,2025-06-06,320.08
1786,61,2025-09-22,914.55
1787,129,2025-12-14,432.4
1788,468,2025-06-22,1722.83
1789,267,2025-04-11,1680.01
1790,288,2025-09-19,413.37
1791,392,2025-11-13,1460.77
1792,469,2026-02-26,958.56
1793,428,2025-06-04,438.93
1794,295,2025-11-20,250.85
1795,9,2025-05-21,1697.93
1796,197,2025-06-23,1511.44
1797,75,2025-06-05,1118.69
1798,463,2025-10-13,849.55
1799,98,2025-10-06,1023.92
1800,65,2026-02-17,1265.29
1801,182,2025-06-19,1721.65
1802,319,2025-09-06,899.9
1803,382,2025-06-09,1046.57
1804,474,2025-05-25,943.37
1805,90,2025-10-30,1909.07
1806,343,2026-01-14,562.69
1807,220,2025-07-30,624.23
1808,38,2025-12-14,1603.75
1809,58,2025-11-23,578.23
1810,201,2026-02-25,1638.7
1811,208,2025-09-04,1212.88
1812,464,2025-03-21,272.95
1813,252,2025-06-10,405.19
1814,224,2025-09-05,1654.34
1815,84,2025-11-02,1385.92
1816,252,2026-01-19,1879.76
1817,139,2026-02-06,1053.39
1818,185,2025-09-14,567.07
1819,413,2025-11-17,1468.09
1820,396,2026-01-22,1852.55
1821,82,2025-03-08,1090.26
1822,176,2026-02-04,594.48
1823,123,2025-11-08,940.84
1824,489,2025-09-23,1229.6
1825,243,2025-03-18,816.84
1826,446,2025-10-28,829.72
1827,167,2025-04-02,1765.52
1828,64,2025-05-30,197.78
1829,465,2025-08-07,1041.21
1830,44,2026-01-16,568.24
1831,480,2025-08-11,1365.15
1832,173,2025-05-21,396.9
1833,286,2025-07-11,300.09
1834,307,2025-11-01,412.33
1835,28,2025-06-25,1748.69
1836,379,2026-01-12,1383.28
1837,125,2025-04-11,1208.87
1838,71,2025-08-30,962.12
1839,246,2026-01-25,1231.31
1840,321,2025-04-18,1229.26
1841,34,2025-10-22,1047.68
1842,272,2025-05-16,655.71
1843,53,2026-01-21,1767.0
1844,8,2025-03-09,573.21
1845,121,2025-09-08,459.44
1846,204,2025-10-23,1150.66
1847,27,2025-06-18,1960.5
1848,16,2026-02-16,1836.38
1849,224,2025-09-16,1783.27
1850,473,2025-04-20,1276.37
1851,485,2025-12-22,625.82
1852,436,2025-04-02,738.28
1853,49,2025-11-23,1812.01
1854,326,2025-10-13,450.35
1855,16,2025-08-16,1374.74
1856,31,2025-08-03,1444.43
1857,225,2025-10-06,721.41
1858,266,2025-08-11,1125.81
1859,455,2025-04-08,202.35
1860,122,2026-01-05,939.07
1861,267,2026-02-01,1443.33
1862,422,2025-11-18,1700.93
1863,341,2025-07-23,667.53
1864,161,2026-01-19,864.14
1865,402,2026-01-30,279.93
1866,137,2025-11-06,1304.54
1867,222,2025-03-08,1384.18
1868,488,2025-10-10,804.39
1869,398,2025-07-02,409.74
1870,166,2025-07-16,1546.67
1871,426,2025-11-10,628.44
1872,407,2025-08-01,954.73
1873,364,2025-10-23,1771.63
1874,325,2025-10-07,661.12
1875,49,2025-04-09,223.82
1876,47,2025-03-18,1313.62
1877,186,2025-07-05,599.22
1878,329,2025-06-07,1830.16
1879,99,2025-06-04,1729.45
1880,135,2025-08-18,1677.64
1881,37,2025-12-02,1087.42
1882,496,2025-08-14,1124.94
1883,349,2025-05-20,1342.86
1884,388,2025-04-22,581.29
1885,238,2025-12-13,1149.49
1886,432,2025-10-02,827.61
1887,417,2025-04-27,184.12
1888,82,2025-05-17,1222.2
1889,326,2025-07-24,1190.91
1890,66,2025-08-11,1360.73
1891,435,2025-09-06,771.72
1892,329,2025-09-04,474.99
1893,336,2025-12-14,1731.87
1894,121,2025-05-12,1871.05
1895,323,2025-10-29,1782.08
1896,1,2025-04-24,1742.63
1897,304,2025-07-06,329.24
1898,490,2025-05-14,717.17
1899,406,2025-09-27,820.12
1900,466,2026-03-02,909.58
1901,484,2026-02-05,1293.12
1902,437,2025-12-20,1104.47
1903,207,2025-04-08,1115.33
1904,43,2025-04-30,115.53
1905,264,2025-03-17,572.2
1906,499,2025-07-17,1417.19
1907,26,2025-08-07,1803.89
1908,22,2025-11-10,1447.45
1909,323,2025-05-21,406.59
1910,41,2026-01-26,1053.87
1911,224,2026-02-15,1163.12
1912,138,2025-06-23,509.57
1913,195,2025-03-11,773.86
1914,323,2025-08-23,1670.43
1915,229,2025-05-19,1655.69
1916,404,2025-10-27,1538.48
1917,175,2025-03-10,894.27
1918,153,2026-01-07,145.05
1919,486,2026-03-03,339.06
1920,481,2025-04-11,321.31
1921,12,2026-02-24,1894.33
1922,409,2025-05-10,1052.3
1923,412,2025-04-22,661.77
1924,387,2026-01-14,199.11
1925,38,2025-11-04,142.65
1926,289,2025-05-12,462.61
1927,355,2025-04-30,1983.11
1928,366,2026-02-22,650.77
1929,259,2025-06-15,847.15
1930,333,2025-09-21,1143.47
1931,261,2026-01-18,743.38
1932,286,2025-12-15,590.8
1933,31,2026-01-14,1075.94
1934,174,2026-01-15,1678.42
1935,444,2025-12-24,240.92
1936,489,2025-10-01,1041.21
1937,66,2025-07-20,1655.67
1938,351,2026-02-18,136.99
1939,183,2025-10-04,927.77
1940,298,2025-12-21,1712.0
1941,144,2026-01-17,446.91
1942,256,2025-11-13,1854.62
1943,267,2025-09-24,201.55
1944,19,2025-03-06,950.45
1945,439,2025-04-06,1452.92
1946,323,2025-03-29,989.01
1947,217,2025-07-08,838.04
1948,67,2026-01-31,258.46
1949,78,2025-10-04,1046.22
1950,111,2025-06-30,1295.85
1951,485,2025-12-13,246.05
1952,171,2025-07-04,532.66
1953,27,2025-06-04,621.29
1954,42,2025-03-24,1185.49
1955,230,2025-09-21,811.0
1956,393,2025-08-25,806.01
1957,159,2025-09-07,448.83
1958,217,2025-10-01,334.14
1959,80,2025-06-13,576.32
1960,58,2025-04-06,1429.22
1961,326,2025-04-01,985.77
1962,434,2026-02-01,140.62
1963,458,2025-08-05,1515.35
1964,364,2025-07-18,726.91
1965,301,2025-03-19,1722.79
1966,88,2025-10-26,1081.5
1967,445,2025-09-07,1670.58
1968,211,2025-07-24,301.98
1969,385,2025-06-03,1789.46
1970,440,2025-06-27,201.11
1971,48,2025-10-08,1771.16
1972,452,2025-09-24,386.1
1973,143,2025-05-16,1839.85
1974,341,2025-09-11,1545.06
1975,463,2025-10-09,910.34
1976,173,2025-04-11,225.92
1977,307,2025-05-05,1787.36
1978,224,2025-08-03,151.99
1979,63,2026-01-12,216.92
1980,260,2026-02-02,494.21
1981,25,2025-03-09,1520.93
1982,265,2025-09-14,1454.52
1983,56,2025-03-16,820.98
1984,186,2025-07-02,427.21
1985,310,2025-06-14,535.61
1986,285,2025-07-19,187.79
1987,6,2025-06-26,1132.16
1988,59,2025-04-15,551.35
1989,50,2025-04-10,1760.16
1990,67,2026-02-03,1725.31
1991,171,2026-01-18,134.19
1992,85,2025-11-22,1790.02
1993,425,2025-12-30,401.24
1994,314,2025-12-03,216.42
1995,397,2025-11-02,715.46
1996,59,2025-07-11,796.08
1997,347,2025-09-05,1855.55
1998,270,2025-09-07,1262.25
1999,156,2025-03-30,1709.34
2000,331,2025-11-18,1004.54
